C.B,C.L,P.S,P.H,P.B,P.L,C.B -C.L,C.B - P.B,C.B - P.L,C.L -P.B,C.L - P.L,P.B -P.L,P.S - P.H,P.S - P.B,P.S - P.L,P.H - P.B,P.H - P.L
175.9,173.1,176.4,177.65,175.8,175.25,2.8,0.1,0.65,-2.7,-2.15,0.55,-1.25,0.6,1.15,1.85,2.4
